step,time,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,0.080000,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.120000,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.160000,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.200000,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.240000,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.280000,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.320000,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.360000,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10,0.400000,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11,0.440000,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,0.480000,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.520000,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.560000,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.600000,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.640000,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,0.680000,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,0.720000,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,0.760000,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,0.800000,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,0.840000,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.880000,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,0.920000,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,0.960000,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,1.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,1.040000,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,1.080000,0.248690,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,1.120000,0.481754,0.248690,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,1.160000,0.684547,0.481754,0.248690,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30,1.200000,0.844328,0.684547,0.481754,0.248690,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,1.240000,0.951057,0.844328,0.684547,0.481754,0.248690,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32,1.280000,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,1.320000,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34,1.360000,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35,1.400000,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36,1.440000,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37,1.480000,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38,1.520000,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39,1.560000,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40,1.600000,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41,1.640000,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,-0.000000,-0.248690,-0.481754,-0.684547,-0.844328,-0.951057,-0.998027,-0.982287,-0.904827,-0.770513,-0.587785,-0.368125,-0.125333,0.125333,0.368125,0.587785,0.770513,0.904827,0.982287,0.998027,0.951057,0.844328,0.684547,0.481754,0.248690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
